Tissue,Gene,baseMean,log2FoldChange (HFHS/Ct),lfcSE,stat,pvalue,padj,score
Liver,SLC2A2,22.71131614,0.278958969,2.013993386,0.13851037,0.889837075,0.981198032,0.002299551
WAT,SLC2A2,8.920695057,2.9725796,1.348389345,2.204541004,0.02748632,0.606057832,0.646494244
LgIntestine,SLC2A2,14.18789978,4.320236253,1.624790358,2.658949957,0.00783846,0.102917968,4.266271305
Lung,SLC2A2,25.79354414,6.119323507,1.895336639,3.228620911,0.001243887,0.09957472,6.130649806
Muscle,SLC2A3,32.818161,2.142092191,1.448263144,1.479076644,NA,NA,NA
KidneyMedulla,SLC2A3,36.71107085,-0.787549081,1.411568951,-0.557924627,NA,NA,NA
SmIntestine,SLC2A3,65.99020994,0.907653695,1.643220536,0.552362678,0.580699896,0.999951041,1.93E-05
KidneyCortex,SLC2A3,45.83625818,0.304242013,1.043365012,0.291596909,0.770594839,0.960878693,0.005272951
Skin,SLC2A3,34.94002011,-0.724618118,1.033483242,-0.701141624,0.483214636,0.882290759,0.039410725
Heart,SLC2A3,31.40717383,-0.766835998,1.503341245,-0.51008778,0.609989966,0.859070796,0.050588972
Liver,SLC2A3,8.998553969,0.973918257,1.023019439,0.952003666,0.341095122,0.821308366,0.083263927
Lung,SLC2A3,41.5631642,-1.828248446,1.133356926,-1.613126813,0.10671696,0.73007564,0.249797502
WAT,SLC2A3,57.43941856,2.118051763,1.237102192,1.712107357,0.086876886,0.708538047,0.316938539
LgIntestine,SLC2A3,8.849758221,-1.677415417,1.194002001,-1.404868179,0.16006048,0.480181441,0.534415543
Spleen,SLC2A3,48.17940807,2.929541614,1.041007349,2.814141147,0.004890775,0.250971922,1.758823147
KidneyMedulla,SLC2A4,58.93408398,1.461206561,1.97899029,0.738359641,NA,NA,NA
LgIntestine,SLC2A4,6.439729754,-3.602441775,1.323655043,-2.721586561,0.006496937,NA,NA
SmIntestine,SLC2A4,48.38540027,0.280428322,1.528429282,0.183474842,0.854425457,0.999951041,5.96E-06
Lung,SLC2A4,27.34094204,-1.028757206,1.790429077,-0.574586963,0.565570671,0.983302881,0.007522981
KidneyCortex,SLC2A4,42.16044977,-0.881059348,1.263934892,-0.697076529,0.485754902,0.874839273,0.05116464
Spleen,SLC2A4,16.22558214,1.628315988,1.651284341,0.986090613,0.32408865,0.805106542,0.153300487
WAT,SLC2A4,40.57618774,2.015437464,1.25916804,1.600610402,0.109463237,0.739617438,0.264007913
Skin,SLC2A4,15.31648685,-3.524636107,1.418900562,-2.484061394,0.012989341,0.225790461,2.277952611
Liver,SLC2A4,8.697698929,3.407298127,1.150304946,2.962082479,0.003055659,0.097984329,3.437430153
Heart,SLC2A4,16.2728376,-4.483042126,1.657333864,-2.704972258,0.006831009,0.086626402,4.762558572
Muscle,SLC2A4,44.9590778,-4.9542898,1.480489406,-3.346386525,0.000818722,0.021334807,8.278178693
Liver,SLC2A4RG,2.852482607,-1.131546555,1.168905241,-0.968039594,0.333024596,NA,NA
KidneyCortex,SLC2A4RG,8.667075615,-1.166633301,1.057033222,-1.103686504,0.269729152,NA,NA
LgIntestine,SLC2A4RG,2.932721697,1.585363647,1.36903873,1.15801227,0.246859029,NA,NA
SmIntestine,SLC2A4RG,15.12099364,-0.283462439,1.09060995,-0.259911841,0.794931778,0.999951041,6.03E-06
Lung,SLC2A4RG,13.57698965,-0.328771553,1.146702667,-0.286710377,0.774334092,0.99404911,0.000852228
Spleen,SLC2A4RG,6.333198576,-0.276877268,1.193617943,-0.231964733,0.816565405,0.964224432,0.004380716
KidneyMedulla,SLC2A4RG,12.0212452,0.758339571,1.233427633,0.614822914,0.538671675,0.935683734,0.021893961
Skin,SLC2A4RG,12.35107716,0.632863876,1.174217944,0.538966279,0.589910123,0.912129451,0.025278812
Muscle,SLC2A4RG,17.51908909,-0.432289723,1.128143863,-0.3831867,0.701581339,0.883002915,0.023360013
WAT,SLC2A4RG,15.54325911,1.564087155,1.001172943,1.562254719,0.118227995,0.74601571,0.199033261
Heart,SLC2A4RG,5.298136247,-3.2046712,1.538216388,-2.08336826,0.037217669,0.221630766,2.097040538
Heart,SLC2A5,1.148621879,0.527224134,2.748997397,0.19178779,NA,NA,NA
LgIntestine,SLC2A5,4.336337335,-0.431999573,1.61764923,-0.267053923,NA,NA,NA
Lung,SLC2A5,8.022993771,-1.389336812,1.77905915,-0.780939078,NA,NA,NA
SmIntestine,SLC2A5,19.83540636,4.113794925,1.888518728,2.17831831,NA,NA,NA
Liver,SLC2A5,0.119262351,0.50505689,3.092984103,0.163291137,0.870289212,NA,NA
KidneyMedulla,SLC2A5,5.675514066,0.662805361,1.764876399,0.375553416,0.707248928,NA,NA
Skin,SLC2A5,5.032701213,0.759224682,1.595181007,0.475948923,0.634110767,NA,NA
KidneyCortex,SLC2A5,11.69046788,-0.503011913,1.21041385,-0.415570189,0.677724544,0.937162764,0.014177378
Spleen,SLC2A5,8.795244556,1.746630072,1.723986538,1.013134403,0.310995968,0.801285959,0.168047589
WAT,SLC2A5,13.73160649,1.589382702,1.234139071,1.287847326,0.197799114,0.783155933,0.168715767
Muscle,SLC2A5,17.09499444,-2.053532605,1.283207395,-1.600312321,0.109529315,0.368272479,0.890885559
KidneyMedulla,SLC2A6,3.195457515,-0.53519581,1.645577102,-0.325232898,0.745004812,NA,NA
Skin,SLC2A6,5.56921205,-0.524880546,1.296803744,-0.404749407,0.685661721,NA,NA
LgIntestine,SLC2A6,0.996392298,-0.688371854,1.624200035,-0.423822091,0.671695566,NA,NA
Heart,SLC2A6,2.015054968,1.183174035,2.346477121,0.504234209,0.614096804,NA,NA
Spleen,SLC2A6,4.635958512,-1.30228152,1.456121602,-0.894349427,0.371134962,NA,NA
Liver,SLC2A6,2.373632653,1.757600056,1.548970587,1.134689109,0.256505602,NA,NA
Lung,SLC2A6,5.246583074,2.060088825,1.494353218,1.378582252,0.168023592,NA,NA
KidneyCortex,SLC2A6,3.031548808,2.039145391,1.279418776,1.593806055,0.110979481,NA,NA
Muscle,SLC2A6,9.234717264,4.200667742,1.453172713,2.890687187,0.003844005,NA,NA
SmIntestine,SLC2A6,7.394838601,-0.080941134,1.454723828,-0.055640207,0.955628434,0.999951041,1.72E-06
WAT,SLC2A6,5.303073045,0.765519606,1.382403935,0.553759713,0.579743303,0.900946273,0.034678885
KidneyMedulla,SLC2A8,3.87005193,-0.52571066,1.670650842,-0.314674166,NA,NA,NA
Liver,SLC2A8,0.583081671,0.074934165,1.839570843,0.04073459,0.967507485,NA,NA
Lung,SLC2A8,1.555859157,-0.286867871,1.403856168,-0.204342779,0.838085642,NA,NA
KidneyCortex,SLC2A8,2.865930664,-0.27648556,1.236710409,-0.223565321,0.82309555,NA,NA
Skin,SLC2A8,1.880649442,0.660187108,1.258096456,0.524750789,0.599756446,NA,NA
Heart,SLC2A8,1.096691308,-1.368383441,2.299865613,-0.594984087,0.551854108,NA,NA
Muscle,SLC2A8,2.40119147,1.303285425,1.46212529,0.891363711,0.372734079,NA,NA
LgIntestine,SLC2A8,0.671814814,-1.760843753,1.775347698,-0.991830363,0.321280283,NA,NA
WAT,SLC2A8,3.024449355,-1.217242469,1.187335032,-1.02518871,0.305274154,NA,NA
Spleen,SLC2A8,3.614536682,1.781253182,1.493577055,1.192608829,0.233022607,NA,NA
SmIntestine,SLC2A8,1.935886805,-1.232199073,1.691786664,-0.728341876,0.466404334,0.999951041,2.62E-05
SmIntestine,SLC30A1,27.92027785,0.764093311,1.379143483,0.554034675,NA,NA,NA
Heart,SLC30A1,1.945431547,-0.521070216,2.028159374,-0.256917786,0.79724224,NA,NA
Skin,SLC30A1,7.40380494,1.109755635,1.172901395,0.946162772,0.344065571,NA,NA
KidneyCortex,SLC30A1,5.867454558,-2.447216149,1.057847467,-2.313392267,0.020701082,NA,NA
Liver,SLC30A1,7.551831953,0.514713477,1.17029155,0.439816452,0.660070051,0.950915588,0.011250624
KidneyMedulla,SLC30A1,12.68139168,0.821216017,1.200541327,0.684038107,0.493951103,0.923932973,0.028216599
Spleen,SLC30A1,4.874012858,-0.913547303,1.192667159,-0.765970033,0.443694133,0.861179493,0.059294994
Lung,SLC30A1,15.96688219,1.728924758,1.321359693,1.308443693,0.190722861,0.85377974,0.118697869
WAT,SLC30A1,11.83900635,1.31210111,0.891970951,1.471013275,0.141287527,0.756228309,0.159219624
Muscle,SLC30A1,19.69591187,3.00107866,1.345076241,2.231158776,0.025670614,0.171713659,2.296410859
LgIntestine,SLC30A1,15.67337405,3.405439875,1.322623404,2.574761543,0.010030922,0.117498965,3.166943165
KidneyCortex,SLC30A10,2.644198068,3.649337458,3.008025038,1.213200493,NA,NA,NA
Skin,SLC30A10,4.066227529,4.772639959,3.014851704,1.583043024,NA,NA,NA
LgIntestine,SLC30A10,0.672340827,-0.807232568,2.162242786,-0.373331142,0.708902001,NA,NA
Liver,SLC30A10,4.0370506,-0.673319887,1.570740729,-0.428663925,0.668167817,NA,NA
WAT,SLC30A10,0.816483089,1.597741043,2.746550213,0.5817265,0.560750919,NA,NA
Spleen,SLC30A10,0.299756235,2.478036149,2.733206936,0.906640517,0.364596928,NA,NA
Heart,SLC30A10,0.477131985,-3.185200984,3.002754559,-1.060759686,0.288799127,NA,NA
KidneyMedulla,SLC30A10,1.241847727,2.414640439,2.20060539,1.097261894,0.272526923,NA,NA
Lung,SLC30A10,3.592133943,3.849670968,1.761801627,2.185076293,0.028883253,NA,NA
Muscle,SLC30A10,7.21045838,4.931987652,2.037191667,2.4209738,0.015478993,NA,NA
SmIntestine,SLC30A10,3.724877663,0.053403493,2.253977153,0.023693006,0.981097485,0.999951041,1.14E-06
Liver,SLC30A2,0.037451115,-0.071770335,3.10925145,-0.023082834,0.981584198,NA,NA
WAT,SLC30A2,1.713855026,0.844282851,1.807267765,0.467159802,0.640385551,NA,NA
Lung,SLC30A2,0.508976752,1.654911847,2.427333423,0.68178184,0.495376909,NA,NA
LgIntestine,SLC30A2,0.502590288,1.646460675,2.292178613,0.718295104,0.472575348,NA,NA
Muscle,SLC30A2,3.843410929,-1.329441665,1.602953679,-0.829369983,0.406895082,NA,NA
Spleen,SLC30A2,3.242887474,-3.39350725,2.086814657,-1.626166099,0.103914326,NA,NA
Skin,SLC30A2,1.701577054,3.623321166,2.061161174,1.757902881,0.078764036,NA,NA
KidneyMedulla,SLC30A2,1.50228666,3.50142779,1.991699497,1.758010079,0.078745794,NA,NA
Heart,SLC30A2,1.182242795,-5.980580739,3.058175164,-1.955604378,0.050511777,NA,NA
KidneyCortex,SLC30A2,4.008578063,-4.591902247,1.371958405,-3.346968996,0.000817003,NA,NA
SmIntestine,SLC30A2,1.275419007,0.841942768,2.109119656,0.399191561,0.689752061,0.999951041,1.79E-05
KidneyMedulla,SLC30A3,0.695690478,-0.079609078,2.290569446,-0.034755147,0.972274987,NA,NA
Skin,SLC30A3,1.59530657,0.325025903,1.806730736,0.179897257,0.857233229,NA,NA
Liver,SLC30A3,0.248164352,1.123136435,2.429393639,0.462311425,0.643858008,NA,NA
Spleen,SLC30A3,0.661131198,-1.169165276,2.282231435,-0.512290409,0.608447777,NA,NA
Muscle,SLC30A3,2.105766536,1.014926281,1.846001423,0.549797128,0.582458529,NA,NA
LgIntestine,SLC30A3,0.979155901,1.032241326,1.767089672,0.584147676,0.559120961,NA,NA
Heart,SLC30A3,0.46935948,-2.315459475,2.99070744,-0.774217981,0.438801897,NA,NA
KidneyCortex,SLC30A3,4.401425033,-1.32293857,1.341188474,-0.986392737,0.323940428,NA,NA
Lung,SLC30A3,1.32863454,-2.012918752,1.872677792,-1.074887928,0.282424907,NA,NA
SmIntestine,SLC30A3,1.477930174,0.491698456,1.617462308,0.303993765,0.761132642,0.999951041,1.05E-05
WAT,SLC30A3,5.586088711,1.724553448,1.619769594,1.064690592,0.287015969,0.817568456,0.150856819
Spleen,SLC30A4,1.847510461,0.022708836,1.453933664,0.015618894,0.987538432,NA,NA
Heart,SLC30A4,1.479136378,0.0934951,2.56201042,0.036492865,0.970889368,NA,NA
WAT,SLC30A4,4.266695931,0.185939289,1.064795122,0.174624475,0.861374716,NA,NA
Skin,SLC30A4,6.544597581,-0.336847898,1.236140428,-0.272499702,0.78523782,NA,NA
Lung,SLC30A4,5.547322121,0.583094296,1.208396329,0.48253564,0.629425487,NA,NA
Muscle,SLC30A4,4.685542243,0.685619325,1.290586076,0.531246492,0.595247979,NA,NA
LgIntestine,SLC30A4,1.496078687,0.880255906,1.473762889,0.597284619,0.550317372,NA,NA
KidneyMedulla,SLC30A4,3.205900043,0.806950611,1.348585382,0.598368203,0.549594278,NA,NA
KidneyCortex,SLC30A4,6.593436882,0.737779514,1.160961937,0.635489839,0.525108992,NA,NA
Liver,SLC30A4,1.615966876,0.965569645,1.493653018,0.646448427,0.517988986,NA,NA
SmIntestine,SLC30A4,4.645314475,0.753537363,1.331300546,0.566015964,0.571382928,0.999951041,1.60E-05
LgIntestine,SLC30A5,5.664064236,0.163161426,1.083949277,0.150524964,0.880350456,NA,NA
Skin,SLC30A5,4.971984993,0.428678051,1.07595075,0.398417911,0.690322157,NA,NA
Heart,SLC30A5,2.757799451,-1.170321373,1.792752534,-0.652806983,0.513880721,NA,NA
KidneyMedulla,SLC30A5,8.008470342,0.807842888,1.143460263,0.706489691,0.479883661,NA,NA
SmIntestine,SLC30A5,9.453466178,-1.427092395,1.343955415,-1.061859924,0.288299281,0.999951041,3.03E-05
Lung,SLC30A5,13.08255114,0.294430116,0.894659393,0.329097441,0.742082039,0.992993437,0.000899078
Liver,SLC30A5,6.034031812,-0.609195778,1.458637375,-0.417647174,0.6762051,0.953115745,0.012704386
KidneyCortex,SLC30A5,15.52153781,0.954619714,1.024630739,0.931671946,0.351506089,0.813760184,0.085441866
WAT,SLC30A5,10.90710656,-1.139933708,0.910565741,-1.251896108,0.210607723,0.790284037,0.116520365
Spleen,SLC30A5,10.97947067,1.31315574,1.123534926,1.168771623,0.242495656,0.769228024,0.149627402
Muscle,SLC30A5,12.92804776,1.870573634,1.256644027,1.488546951,0.13660671,0.415667956,0.71316266
Spleen,SLC30A6,3.168548197,0.048947804,1.402506597,0.034900231,0.972159297,NA,NA
Lung,SLC30A6,2.896355082,0.073572287,1.137289278,0.064690918,0.948420094,NA,NA
Liver,SLC30A6,1.003038407,-0.279451009,1.473555479,-0.189644036,0.849588077,NA,NA
KidneyMedulla,SLC30A6,2.985754013,0.352751193,1.387519565,0.254231509,0.79931671,NA,NA
LgIntestine,SLC30A6,2.007150028,0.630601053,1.348940273,0.467478854,0.640157318,NA,NA
KidneyCortex,SLC30A6,1.735976274,0.684885428,1.275840175,0.536811304,0.591397962,NA,NA
Muscle,SLC30A6,2.579606021,1.033687096,1.262499831,0.818762166,0.412922121,NA,NA
Heart,SLC30A6,0.565265727,-2.848156238,2.990470633,-0.952410703,0.340888733,NA,NA
Skin,SLC30A6,5.167852697,-2.481713369,1.127253788,-2.201556912,0.027696622,NA,NA
SmIntestine,SLC30A6,2.520238918,0.387094695,1.281345828,0.302100094,0.762575761,0.999951041,8.23E-06
WAT,SLC30A6,4.863409954,0.410652823,1.072772383,0.382795856,0.701871134,0.933024601,0.012363486
SmIntestine,SLC30A7,11.07854867,-3.146719289,1.515496642,-2.07636177,NA,NA,NA
Skin,SLC30A7,4.688879103,-0.107165813,1.23006877,-0.087121806,0.930574692,NA,NA
KidneyMedulla,SLC30A7,4.562976465,-0.150805562,1.249852357,-0.120658701,0.903961372,NA,NA
Heart,SLC30A7,1.807788879,0.709562451,1.998097603,0.355119014,0.722500433,NA,NA
KidneyCortex,SLC30A7,6.352674686,0.419248078,0.946626378,0.442886536,0.657847806,NA,NA
LgIntestine,SLC30A7,3.038198081,1.093029185,1.131310316,0.96616213,0.333963059,NA,NA
Liver,SLC30A7,4.604849691,1.44032057,1.319877378,1.091253319,0.275161432,NA,NA
Muscle,SLC30A7,9.077554231,2.938020773,1.183395887,2.482703215,0.013038967,NA,NA
Spleen,SLC30A7,8.082316235,0.466949077,1.19266647,0.391516898,0.6954152,0.936616189,0.013279256
Lung,SLC30A7,10.36965604,1.380413084,1.04453291,1.321560163,0.186314656,0.852006186,0.096017741
WAT,SLC30A7,5.36833438,-1.310477842,1.025509766,-1.277879437,0.20129194,0.783657461,0.138745174
KidneyCortex,SLC30A9,8.436964071,0.686056146,0.940523677,0.72944059,0.465732196,NA,NA
Heart,SLC30A9,2.188464956,-1.524579642,1.853655879,-0.822471775,0.410808444,NA,NA
LgIntestine,SLC30A9,4.664136182,1.096376039,1.223310492,0.896236929,0.370126236,NA,NA
Muscle,SLC30A9,10.00012772,1.039761011,1.066718544,0.974728543,0.329694931,NA,NA
Skin,SLC30A9,5.697972121,-1.028276928,1.023692616,-1.004478211,0.315148168,NA,NA
Liver,SLC30A9,1.722301896,-1.635082909,1.270941826,-1.286512785,0.19826416,NA,NA
SmIntestine,SLC30A9,6.545281767,0.966703777,1.362114563,0.709708128,0.47788515,0.999951041,2.06E-05
KidneyMedulla,SLC30A9,9.723241779,0.243268568,1.135198147,0.214296128,0.830316137,0.987577154,0.001320697
Spleen,SLC30A9,5.259490458,0.235423072,1.126551073,0.20897683,0.834466326,0.968587649,0.003263216
Lung,SLC30A9,11.17662484,0.810491412,0.892797927,0.907810589,0.363978303,0.956700271,0.01558097
WAT,SLC30A9,13.69551535,0.866111201,0.94191671,0.919519945,0.357823678,0.839741663,0.065698258
Skin,SLC31A1,9.411967205,0.619355459,1.133398971,0.546458462,NA,NA,NA
LgIntestine,SLC31A1,5.89398127,1.651757142,1.249584934,1.321844636,0.186219891,NA,NA
SmIntestine,SLC31A1,28.65831251,-0.246885946,1.442341875,-0.171170199,0.864089939,0.999951041,5.25E-06
Spleen,SLC31A1,7.60653301,-0.450598402,1.200893239,-0.375219368,0.707497327,0.937056349,0.012722327
Liver,SLC31A1,11.12665795,-1.27280432,1.47082188,-0.865369449,0.386836044,0.849989428,0.089842771
KidneyCortex,SLC31A1,11.80123813,-0.922479901,0.984975903,-0.936550729,0.348989706,0.812738147,0.08306872
WAT,SLC31A1,13.95012513,1.330148735,1.006194634,1.321959679,0.186181578,0.778731927,0.14447014
KidneyMedulla,SLC31A1,17.41636613,1.865605221,1.209846499,1.542018118,0.123069191,0.694632005,0.295223091
Heart,SLC31A1,4.954132449,-1.741664092,1.616678474,-1.077310127,0.28134174,0.630282753,0.349141955
Lung,SLC31A1,14.50889011,2.544708521,1.163997714,2.186179998,0.028802439,0.493702921,0.780040453
Muscle,SLC31A1,45.15510207,2.903438288,1.421154328,2.04301407,0.041051045,0.22340899,1.889846108
Lung,SLC31A2,2.243530506,-0.068494665,1.49155709,-0.045921584,0.96337275,NA,NA
Skin,SLC31A2,2.403860333,-0.070333669,1.287056726,-0.054646907,0.956419768,NA,NA
KidneyCortex,SLC31A2,3.933979714,0.104369182,1.255759388,0.083112404,0.933762163,NA,NA
WAT,SLC31A2,3.544692984,0.192919042,1.165042973,0.165589636,0.868479904,NA,NA
Liver,SLC31A2,1.056198596,0.584863904,1.64982568,0.354500425,0.722963886,NA,NA
Muscle,SLC31A2,4.652653518,0.533418645,1.208895986,0.441244451,0.659036036,NA,NA
KidneyMedulla,SLC31A2,4.878779914,0.900798822,1.358246071,0.663207383,0.507197744,NA,NA
Spleen,SLC31A2,3.203915597,0.889207944,1.286187791,0.691351567,0.489344633,NA,NA
Heart,SLC31A2,0.657765041,-2.526394356,2.971380428,-0.850242646,0.395190196,NA,NA
LgIntestine,SLC31A2,1.98888973,2.392235243,1.436941831,1.664810078,0.095950653,NA,NA
SmIntestine,SLC31A2,1.994360467,-0.656991174,1.505769372,-0.436315937,0.662607521,0.999951041,1.40E-05
KidneyCortex,SLC33A1,8.397816788,-0.002725997,1.084514754,-0.002513564,0.997994468,NA,NA
KidneyMedulla,SLC33A1,8.076888994,-0.043572119,1.146280129,-0.038011754,0.96967831,NA,NA
Heart,SLC33A1,2.197047345,0.529570776,1.792318678,0.295466862,0.767637263,NA,NA
LgIntestine,SLC33A1,3.213476413,0.456474096,1.217357305,0.374971337,0.707681784,NA,NA
Lung,SLC33A1,7.806901818,0.589089337,0.947711033,0.621591726,0.534210363,NA,NA
Skin,SLC33A1,5.677363165,-1.047989289,1.128516236,-0.928643519,0.35307386,NA,NA
SmIntestine,SLC33A1,8.062702226,-0.593234954,1.325904384,-0.447419106,0.654572483,0.999951041,1.26E-05
Spleen,SLC33A1,5.122651376,-0.026138185,1.224616515,-0.021343976,0.982971264,0.996405796,4.09E-05
WAT,SLC33A1,12.05522268,0.648876692,0.926920087,0.700035203,0.48390532,0.875845823,0.037357348
Liver,SLC33A1,5.879505251,-1.827596743,1.409971894,-1.296193741,0.194908746,0.649695818,0.342290463
Muscle,SLC33A1,18.94865225,2.144000899,1.336478394,1.604216656,0.108666305,0.366536991,0.934531808
SmIntestine,SLC34A1,28.54274434,0.428006384,2.306743818,0.185545695,NA,NA,NA
Skin,SLC34A1,49.07688685,3.561403064,2.434561768,1.4628518,NA,NA,NA
Muscle,SLC34A1,84.74493704,-0.892701263,3.063307672,-0.291417435,NA,NA,NA
KidneyCortex,SLC34A1,1125.149016,-7.062354482,2.901309722,-2.434195297,NA,NA,NA
Heart,SLC34A1,0.315339644,-1.592523868,3.001255283,-0.530619264,0.595682644,NA,NA
Liver,SLC34A1,0.242989313,1.447994767,2.533620683,0.571512057,0.56765259,NA,NA
WAT,SLC34A1,32.22556662,2.144020594,2.912004477,0.736269676,0.461566596,0.865864907,0.134108191
LgIntestine,SLC34A1,12.37512216,1.693052685,2.932784193,0.577285123,0.563746862,0.80805493,0.15670746
Spleen,SLC34A1,79.33237405,-4.12219767,1.834786351,-2.24669083,0.024659793,0.461436209,1.384598088
Lung,SLC34A1,21.62503769,7.272210538,3.011641287,2.414700107,0.01574817,0.377851763,3.073807388
KidneyMedulla,SLC34A1,115.7966083,9.544068567,1.857053192,5.139361978,2.76E-07,0.00056274,31.01528334
LgIntestine,SLC34A2,7.289364971,5.944004749,3.004938201,1.978078866,NA,NA,NA
Spleen,SLC34A2,22.51089814,-1.956828693,3.098144793,-0.631613054,NA,NA,NA
Muscle,SLC34A2,33.23482766,4.723678807,1.904755675,2.479939485,NA,NA,NA
WAT,SLC34A2,38.30200883,6.659928503,2.916158754,2.283801763,NA,NA,NA
Skin,SLC34A2,42.20917104,5.892813766,2.967564289,1.985740895,NA,NA,NA
KidneyCortex,SLC34A2,42.22818105,4.582714323,2.908075877,1.575857892,NA,NA,NA
Lung,SLC34A2,49.86466009,-0.804668006,2.89485747,-0.277964637,NA,NA,NA
Liver,SLC34A2,2.286969476,4.713500647,2.117621887,2.225846208,0.026024484,NA,NA
SmIntestine,SLC34A2,1.175238943,1.393005434,2.125957407,0.655236756,0.512315333,0.999951041,2.96E-05
Heart,SLC34A2,21.81539937,1.341179999,2.858912941,0.469122364,0.638982174,0.871604659,0.080042235
KidneyMedulla,SLC34A2,14.66494151,6.470708088,3.214384461,2.01304734,0.044109649,0.490342098,2.002689454
Skin,SLC34A3,8.330247404,3.160293386,1.682936832,1.877844329,NA,NA,NA
SmIntestine,SLC34A3,11.16482667,0.343972646,1.934421927,0.177816763,NA,NA,NA
WAT,SLC34A3,11.32756214,1.964124822,1.53076829,1.283097406,NA,NA,NA
Muscle,SLC34A3,19.49097916,-1.477865492,1.794303147,-0.823643147,NA,NA,NA
Heart,SLC34A3,0.889886327,0.192090323,2.697715477,0.071204812,0.943234752,NA,NA
LgIntestine,SLC34A3,3.910987591,0.829062803,1.739688338,0.476558234,0.63367673,NA,NA
Liver,SLC34A3,2.149594523,3.678647651,1.692622939,2.173341484,0.029754625,NA,NA
Lung,SLC34A3,8.004053539,3.366482567,1.538848286,2.187663721,0.028694107,NA,NA
KidneyMedulla,SLC34A3,14.30986816,2.430763508,1.532975871,1.585650207,0.11281868,0.674309126,0.416003207
Spleen,SLC34A3,7.527940814,-3.704321912,1.802656583,-2.054923798,0.039886365,0.545816116,0.97406495
